C2090,25000C20900S,天津,北京南,TJP,VNP
C2091,24000C20910L,北京南,天津,VNP,TJP
C2092,25000C20920C,天津,北京南,TJP,VNP
C2093,24000C20930J,北京南,天津,VNP,TJP
C2094,25000C20940C,天津,北京南,TJP,VNP
C2095,24000C209508,北京南,天津,VNP,TJP
C2096,25000C20960F,天津,北京南,TJP,VNP
C2097,24000C20970P,北京南,天津,VNP,TJP
C2098,25000C20980G,天津,北京南,TJP,VNP
C2099,24000C209909,北京南,天津,VNP,TJP
C2100,25000C21000H,天津,北京南,TJP,VNP
C2101,24000C21010W,北京南,天津,VNP,TJP
C2102,25000C21020V,天津,北京南,TJP,VNP
C2103,24000C210311,北京南,天津,VNP,TJP
C2105,24000C21050Q,北京南,天津,VNP,TJP
C2106,25000C21060T,天津,北京南,TJP,VNP
C2107,24000C21070U,北京南,天津,VNP,TJP
C2108,25000C210817,天津,北京南,TJP,VNP
C2201,24000C22010J,北京南,天津,VNP,TJP
C2202,25000C22020F,天津,北京南,TJP,VNP
C2203,24000C22030D,北京南,天津,VNP,TJP
C2204,25000C22040E,天津,北京南,TJP,VNP
C2205,24000C22050G,北京南,天津,VNP,TJP
C2206,25000C22060E,天津,北京南,TJP,VNP
C2207,24000C22070E,北京南,天津,VNP,TJP
C2208,25000C22080F,天津,北京南,TJP,VNP
C2209,24000C22090L,北京南,天津,VNP,TJP
C2210,25000C22100E,天津,北京南,TJP,VNP
C2211,24000C22110F,北京南,天津,VNP,TJP
C2212,25000C22120F,天津,北京南,TJP,VNP
C2214,25000C22140A,天津,北京南,TJP,VNP
C2215,24000C22150B,北京南,天津,VNP,TJP
C2216,25000C22160B,天津,北京南,TJP,VNP
C2217,24000C22170C,北京南,天津,VNP,TJP
C2218,25000C22180E,天津,北京南,TJP,VNP
C2219,24000C22190K,北京南,天津,VNP,TJP
C2220,25000C22200C,天津,北京南,TJP,VNP
C2221,24000C22210F,北京南,天津,VNP,TJP
C2222,25000C22220D,天津,北京南,TJP,VNP
C2223,24000C22230B,北京南,天津,VNP,TJP
C2224,25000C22240E,天津,北京南,TJP,VNP
C2225,24000C222509,北京南,天津,VNP,TJP
C2226,25000C22260B,天津,北京南,TJP,VNP
C2227,24000C22270H,北京南,天津,VNP,TJP
C2228,25000C22280G,天津,北京南,TJP,VNP
C2229,24000C22290E,北京南,天津,VNP,TJP
C2230,25000C22300L,天津,北京南,TJP,VNP
C2231,24000C22310G,北京南,天津,VNP,TJP
C2232,25000C22320E,天津,北京南,TJP,VNP
C2233,24000C22330I,北京南,天津,VNP,TJP
C2234,25000C22340B,天津,北京南,TJP,VNP
C2235,24000C223507,北京南,天津,VNP,TJP
C2236,25000C22360A,天津,北京南,TJP,VNP
C2237,24000C22370A,北京南,天津,VNP,TJP
C2238,25000C22380B,天津,北京南,TJP,VNP
C2239,24000C22390L,北京南,天津,VNP,TJP
C2240,25000C22400C,天津,北京南,TJP,VNP
C2241,24000C22410L,北京南,天津,VNP,TJP
C2242,25000C22420O,天津,北京南,TJP,VNP
C2243,24000C22430K,北京南,天津,VNP,TJP
C2244,25000C22440J,天津,北京南,TJP,VNP
C2245,24000C22450A,北京南,天津,VNP,TJP
C2246,25000C22460A,天津,北京南,TJP,VNP
C2301,25000C230104,天津,于家堡,TJP,YKP
C2302,25000C230204,于家堡,天津,YKP,TJP
C2303,25000C230304,天津,于家堡,TJP,YKP
C2304,25000C230404,于家堡,天津,YKP,TJP
C2305,25000C230504,天津,于家堡,TJP,YKP
C2306,25000C230604,于家堡,天津,YKP,TJP
C2307,25000C230705,天津,于家堡,TJP,YKP
C2308,25000C230804,于家堡,天津,YKP,TJP
C2309,25000C230904,天津,于家堡,TJP,YKP
C2311,25000C231102,天津,于家堡,TJP,YKP
C2312,25000C231201,于家堡,天津,YKP,TJP
C2313,25000C231302,天津,于家堡,TJP,YKP
C2314,25000C231401,于家堡,天津,YKP,TJP
C2315,25000C231501,天津,于家堡,TJP,YKP
C2316,25000C231601,于家堡,天津,YKP,TJP
C2317,25000C231701,天津,于家堡,TJP,YKP
C2318,25000C231801,于家堡,天津,YKP,TJP
C2319,25000C231901,天津,于家堡,TJP,YKP
C2320,25000C232001,于家堡,天津,YKP,TJP
C2321,25000C232101,天津,于家堡,TJP,YKP
C2322,25000C232201,于家堡,天津,YKP,TJP
C2323,25000C232301,天津,于家堡,TJP,YKP
C2324,25000C232401,于家堡,天津,YKP,TJP
C2325,25000C232501,天津,于家堡,TJP,YKP
C2326,25000C232601,于家堡,天津,YKP,TJP
C2327,25000C232701,天津,于家堡,TJP,YKP
C2328,25000C232801,于家堡,天津,YKP,TJP
C2329,25000C232901,天津,于家堡,TJP,YKP
C2330,25000C233001,于家堡,天津,YKP,TJP
C2331,25000C233101,天津,于家堡,TJP,YKP
C2332,25000C233201,于家堡,天津,YKP,TJP
C2333,25000C233301,天津,于家堡,TJP,YKP
C2334,25000C233401,于家堡,天津,YKP,TJP
C2335,25000C233501,天津,于家堡,TJP,YKP
C2336,25000C233601,于家堡,天津,YKP,TJP
C2337,25000C233701,天津,于家堡,TJP,YKP
C2580,25000C258001,于家堡,北京南,YKP,VNP
C2581,24000C258105,北京南,于家堡,VNP,YKP
C2582,25000C258203,于家堡,北京南,YKP,VNP
C2583,24000C258304,北京南,于家堡,VNP,YKP
C2584,25000C258403,于家堡,北京南,YKP,VNP
C2585,24000C258504,北京南,于家堡,VNP,YKP
C2586,25000C258603,于家堡,北京南,YKP,VNP
C2587,24000C258704,北京南,于家堡,VNP,YKP
C2588,25000C258805,于家堡,北京南,YKP,VNP
C2589,24000C258903,北京南,于家堡,VNP,YKP
C2590,25000C259003,于家堡,北京南,YKP,VNP
C2591,24000C259104,北京南,于家堡,VNP,YKP
C2592,25000C259204,于家堡,北京南,YKP,VNP
C2593,24000C259303,北京南,于家堡,VNP,YKP
C2594,25000C259403,于家堡,北京南,YKP,VNP
C2595,24000C259502,北京南,于家堡,VNP,YKP
C2596,25000C259606,于家堡,北京南,YKP,VNP
C2597,24000C259701,北京南,于家堡,VNP,YKP
C2598,25000C259802,于家堡,北京南,YKP,VNP
C2613,24000C26130I,北京南,天津西,VNP,TXP
C2614,25000C261409,天津西,北京南,TXP,VNP
C2615,24000C26150Q,北京南,天津西,VNP,TXP
C2616,25000C26160N,天津西,北京南,TXP,VNP
C2801,38000C280104,宋城路,郑州东,SFF,ZAF
C2802,38000C280220,郑州东,宋城路,ZAF,SFF
C2803,38000C280320,宋城路,郑州东,SFF,ZAF
C2804,38000C280420,郑州东,宋城路,ZAF,SFF
C2805,38000C280530,宋城路,郑州东,SFF,ZAF
C2806,38000C280630,郑州东,宋城路,ZAF,SFF
C2807,38000C280730,宋城路,郑州东,SFF,ZAF
C2808,38000C280830,郑州东,宋城路,ZAF,SFF
C2809,38000C280930,宋城路,郑州东,SFF,ZAF
C2810,38000C281020,郑州东,宋城路,ZAF,SFF
C2811,38000C281130,宋城路,郑州东,SFF,ZAF
C2812,38000C281210,郑州东,宋城路,ZAF,SFF
C2813,38000C281320,宋城路,郑州东,SFF,ZAF
C2814,38000C281410,郑州东,宋城路,ZAF,SFF
C2815,38000C281510,宋城路,郑州东,SFF,ZAF
C2816,38000C281610,郑州东,宋城路,ZAF,SFF
C2817,38000C281702,宋城路,郑州,SFF,ZZF
C2821,38000C282130,郑州,新郑机场,ZZF,EZF
C2822,38000C282230,新郑机场,郑州东,EZF,ZAF
C2823,38000C282320,郑州东,新郑机场,ZAF,EZF
C2824,38000C282420,新郑机场,郑州东,EZF,ZAF
C2825,38000C282520,郑州东,新郑机场,ZAF,EZF
C2826,38000C282620,新郑机场,郑州东,EZF,ZAF
C2827,38000C282720,郑州东,新郑机场,ZAF,EZF
C2828,38000C282820,新郑机场,郑州东,EZF,ZAF
C2829,38000C282920,郑州东,新郑机场,ZAF,EZF
C2830,38000C283020,新郑机场,郑州东,EZF,ZAF
C2831,38000C283140,郑州东,新郑机场,ZAF,EZF
C2832,38000C283240,新郑机场,郑州东,EZF,ZAF
C2833,38000C283330,郑州东,新郑机场,ZAF,EZF
C2834,38000C283440,新郑机场,郑州东,EZF,ZAF
C2835,38000C283520,郑州东,新郑机场,ZAF,EZF
C2836,38000C283610,新郑机场,郑州东,EZF,ZAF
C2837,38000C283700,郑州东,新郑机场,ZAF,EZF
C2838,38000C283800,新郑机场,郑州东,EZF,ZAF
C2839,38000C283900,郑州东,新郑机场,ZAF,EZF
C2840,38000C284000,新郑机场,郑州东,EZF,ZAF
C2841,38000C284100,郑州东,新郑机场,ZAF,EZF
C2842,38000C284200,新郑机场,郑州,EZF,ZZF
C2901,38000C290130,焦作,郑州,JOF,ZZF
C2902,38000C290201,郑州,焦作,ZZF,JOF
C2903,38000C290304,焦作,郑州,JOF,ZZF
C2904,38000C290410,郑州,焦作,ZZF,JOF
C2905,38000C290504,焦作,郑州,JOF,ZZF
C2906,38000C290603,郑州,焦作,ZZF,JOF
C2907,38000C290720,焦作,郑州,JOF,ZZF
C2908,38000C290830,郑州,焦作,ZZF,JOF
C2909,38000C290930,焦作,郑州,JOF,ZZF
C2910,38000C291000,郑州,焦作,ZZF,JOF
C2921,38000C292104,焦作,新郑机场,JOF,EZF
C2922,38000C292204,郑州,焦作,ZZF,JOF
C2923,38000C292304,焦作,郑州,JOF,ZZF
C2924,38000C292404,新郑机场,焦作,EZF,JOF
C2925,38000C292503,焦作,郑州,JOF,ZZF
C2926,38000C292603,郑州,焦作,ZZF,JOF
C2927,38000C292704,焦作,郑州,JOF,ZZF
C2928,38000C292803,郑州,焦作,ZZF,JOF
C2929,38000C292904,焦作,郑州,JOF,ZZF
C2930,38000C293004,郑州,焦作,ZZF,JOF
C2951,38000C295104,焦作,郑州,JOF,ZZF
C2952,38000C295202,郑州,焦作,ZZF,JOF
C2953,38000C295302,焦作,郑州,JOF,ZZF
C2954,38000C295401,郑州,焦作,ZZF,JOF
C2961,38000C296102,郑州,新郑机场,ZZF,EZF
C2962,38000C296210,新郑机场,宋城路,EZF,SFF
C2963,38000C296310,宋城路,新郑机场,SFF,EZF
C2964,38000C296403,新郑机场,郑州东,EZF,ZAF
C2965,38000C296510,郑州东,新郑机场,ZAF,EZF
C2966,38000C296603,新郑机场,郑州东,EZF,ZAF
C2967,38000C296720,郑州东,新郑机场,ZAF,EZF
C2968,38000C296820,新郑机场,郑州东,EZF,ZAF
C2969,38000C296920,郑州东,新郑机场,ZAF,EZF
C2970,38000C297020,新郑机场,郑州东,EZF,ZAF
C2971,38000C297120,郑州东,新郑机场,ZAF,EZF
C2972,38000C297220,新郑机场,郑州东,EZF,ZAF
C2973,38000C297301,郑州东,新郑机场,ZAF,EZF
C2974,38000C297402,新郑机场,郑州东,EZF,ZAF
C2975,38000C297510,郑州东,新郑机场,ZAF,EZF
C2976,38000C297620,新郑机场,宋城路,EZF,SFF
C2977,38000C297710,宋城路,新郑机场,SFF,EZF
C2978,38000C297820,新郑机场,郑州,EZF,ZZF
C2991,38000C299102,焦作,郑州东,JOF,ZAF
C2992,38000C299301,郑州东,焦作,ZAF,JOF
C2993,38000C299301,郑州东,焦作,ZAF,JOF
C2994,38000C299102,焦作,郑州东,JOF,ZAF
C3051,55000C305111,上海南,金山卫,SNH,
C3052,55000C305201,金山卫,上海南,,SNH
C3053,55000C305311,上海南,金山卫,SNH,
C3054,55000C305411,金山卫,上海南,,SNH
C3055,55000C305511,上海南,金山卫,SNH,
C3056,55000C305611,金山卫,上海南,,SNH
C3057,55000C305711,上海南,金山卫,SNH,
C3058,55000C305812,金山卫,上海南,,SNH
C3059,55000C305912,上海南,金山卫,SNH,
C3060,55000C306010,金山卫,上海南,,SNH
C3061,55000C306110,上海南,金山卫,SNH,
C3062,55000C306210,金山卫,上海南,,SNH
C3063,55000C306311,上海南,金山卫,SNH,
C3064,55000C306410,金山卫,上海南,,SNH
C3065,55000C306500,上海南,金山卫,SNH,
C3066,55000C306600,金山卫,上海南,,SNH
C3067,55000C306700,上海南,金山卫,SNH,
C3068,55000C306800,金山卫,上海南,,SNH
C3069,55000C306900,上海南,金山卫,SNH,
C3070,55000C307001,金山卫,上海南,,SNH
C3071,55000C307101,上海南,金山卫,SNH,
C3072,55000C307201,金山卫,上海南,,SNH
C3073,55000C307301,上海南,金山卫,SNH,
C3074,55000C307401,金山卫,上海南,,SNH
C3075,55000C307501,上海南,金山卫,SNH,
C3076,55000C307601,金山卫,上海南,,SNH
C3077,55000C307701,上海南,金山卫,SNH,
C3078,55000C307801,金山卫,上海南,,SNH
C3079,55000C307902,上海南,金山卫,SNH,
C3080,55000C308003,金山卫,上海南,,SNH
C3081,55000C308101,上海南,金山卫,SNH,
C3082,55000C308202,金山卫,上海南,,SNH
C3083,55000C308301,上海南,金山卫,SNH,
C3084,55000C308401,金山卫,上海南,,SNH
C3085,55000C308502,上海南,金山卫,SNH,
C3086,55000C308601,金山卫,上海南,,SNH
C3087,55000C308702,上海南,金山卫,SNH,
C3088,55000C308801,金山卫,上海南,,SNH
C3251,55000C325100,上海南,金山卫,SNH,
C3252,55000C325210,金山卫,上海南,,SNH
C3253,55000C325300,上海南,金山卫,SNH,
C3254,55000C325401,金山卫,上海南,,SNH
C3651,55000C365100,上海南,金山卫,SNH,
C3652,55000C365200,金山卫,上海南,,SNH
C3653,55000C365301,上海南,金山卫,SNH,
C3654,55000C365401,金山卫,上海南,,SNH
C3655,55000C365501,上海南,金山卫,SNH,
C3656,55000C365601,金山卫,上海南,,SNH
C3657,55000C365700,上海南,金山卫,SNH,
C3658,55000C365801,金山卫,上海南,,SNH
C3659,55000C365900,上海南,金山卫,SNH,
C3660,55000C366001,金山卫,上海南,,SNH
C3661,55000C366101,上海南,金山卫,SNH,
C3662,55000C366200,金山卫,上海南,,SNH
C3663,55000C366301,上海南,金山卫,SNH,
C3664,55000C366402,金山卫,上海南,,SNH
C3665,55000C366501,上海南,金山卫,SNH,
C3666,55000C366601,金山卫,上海南,,SNH
C3667,55000C366702,上海南,金山卫,SNH,
C3668,55000C366802,金山卫,上海南,,SNH
C3669,55000C366901,上海南,金山卫,SNH,
C3670,55000C367001,金山卫,上海南,,SNH
C3671,55000C367101,上海南,金山卫,SNH,
C3672,55000C367201,金山卫,上海南,,SNH
C3673,55000C367301,上海南,金山卫,SNH,
C3674,55000C367401,金山卫,上海南,,SNH
C3675,55000C367501,上海南,金山卫,SNH,
C3676,55000C367601,金山卫,上海南,,SNH
C3677,55000C367702,上海南,金山卫,SNH,
C3678,55000C367802,金山卫,上海南,,SNH
C3679,55000C367902,上海南,金山卫,SNH,
C3680,55000C368001,金山卫,上海南,,SNH
C5001,39000C500107,汉口,咸宁南,HKN,UNN
C5002,39000C500208,咸宁南,武昌,UNN,WCN
C5003,39000C500330,武昌,纸坊东,WCN,ZMN
C5004,39000C500420,纸坊东,武昌,ZMN,WCN
C5005,39000C500510,武昌,纸坊东,WCN,ZMN
C5006,39000C500610,纸坊东,武昌,ZMN,WCN
C5007,39000C500707,武昌,咸宁南,WCN,UNN
C5008,39000C500807,咸宁南,武昌,UNN,WCN
C5009,39000C500920,武昌,纸坊东,WCN,ZMN
C5010,39000C501010,纸坊东,武昌,ZMN,WCN
C5011,39000C501110,武昌,纸坊东,WCN,ZMN
C5012,39000C501210,纸坊东,汉口,ZMN,HKN
C5021,39000C502101,武昌,咸宁南,WCN,UNN
C5022,39000C502202,咸宁南,武昌,UNN,WCN
C5023,39000C502301,武昌,咸宁南,WCN,UNN
C5024,39000C502402,咸宁南,武昌,UNN,WCN
C5025,39000C502502,武昌,咸宁南,WCN,UNN
C5026,39000C502602,咸宁南,武昌,UNN,WCN
C5027,39000C502702,武昌,咸宁南,WCN,UNN
C5028,39000C502802,咸宁南,汉口,UNN,HKN
C5301,39000C530105,汉口,孝感东,HKN,GDN
C5302,39000C530202,孝感东,汉口,GDN,HKN
C5303,39000C530300,汉口,孝感东,HKN,GDN
C5304,39000C530404,孝感东,汉口,GDN,HKN
C5305,39000C530504,汉口,孝感东,HKN,GDN
C5306,39000C530602,孝感东,汉口,GDN,HKN
C5307,39000C530703,汉口,孝感东,HKN,GDN
C5308,39000C530804,孝感东,汉口,GDN,HKN
C5309,39000C530904,汉口,孝感东,HKN,GDN
C5310,39000C531004,孝感东,汉口,GDN,HKN
C5311,39000C531104,汉口,孝感东,HKN,GDN
C5312,39000C531204,孝感东,汉口,GDN,HKN
C5313,39000C531301,汉口,孝感东,HKN,GDN
C5314,39000C531401,孝感东,汉口,GDN,HKN
C5321,39000C532102,汉口,孝感东,HKN,GDN
C5341,39000C534404,孝感东,黄冈东,GDN,KAN
C5342,39000C534204,黄冈东,孝感东,KAN,GDN
C5343,39000C534204,黄冈东,孝感东,KAN,GDN
C5344,39000C534404,孝感东,黄冈东,GDN,KAN
C5351,39000C535405,孝感东,大冶北,GDN,DBN
C5352,39000C535205,大冶北,孝感东,DBN,GDN
C5353,39000C535205,大冶北,孝感东,DBN,GDN
C5354,39000C535405,孝感东,大冶北,GDN,DBN
C5501,4e000C550107,武汉,阳新,WHN,YON
C5502,39000C550208,阳新,武汉,YON,WHN
C5521,4e000C552107,武汉,大冶北,WHN,DBN
C5524,39000C55240A,大冶北,武汉,DBN,WHN
C5531,4e000C553103,武汉,阳新,WHN,YON
C5533,4e000C553301,武汉,阳新,WHN,YON
C5601,4e000C560107,武汉,黄冈东,WHN,KAN
C5603,4e000C560307,武汉,黄冈东,WHN,KAN
C5604,39000C560408,黄冈东,武汉,KAN,WHN
C5605,4e000C560509,武汉,黄冈东,WHN,KAN
C5606,39000C560609,黄冈东,武汉,KAN,WHN
C5612,39000C56120C,黄冈东,武汉,KAN,WHN
C5613,4e000C561308,武汉,黄冈东,WHN,KAN
C5614,39000C561408,黄冈东,武汉,KAN,WHN
C5617,4e000C561708,武汉,黄冈东,WHN,KAN
C5618,39000C561807,黄冈东,武汉,KAN,WHN
C5619,4e000C561907,武汉,黄冈东,WHN,KAN
C5620,39000C562008,黄冈东,武汉,KAN,WHN
C5623,4e000C562309,武汉,黄冈东,WHN,KAN
C5624,39000C562401,黄冈东,武汉,KAN,WHN
C5625,4e000C562510,武汉,黄冈东,WHN,KAN
C5626,39000C562610,黄冈东,武汉,KAN,WHN
C5627,4e000C562700,武汉,黄冈东,WHN,KAN
C5628,39000C562800,黄冈东,武汉,KAN,WHN
C5629,4e000C562900,武汉,黄冈东,WHN,KAN
C5630,39000C563000,黄冈东,武汉,KAN,WHN
C5631,4e000C563101,武汉,黄冈东,WHN,KAN
C5632,39000C563201,黄冈东,武汉,KAN,WHN
C5633,4e000C563302,武汉,黄冈东,WHN,KAN
C5634,39000C563402,黄冈东,武汉,KAN,WHN
C5635,4e000C563501,武汉,黄冈东,WHN,KAN
C5636,39000C563600,黄冈东,武汉,KAN,WHN
C6001,76000C600100,成都东,重庆西,ICW,CXW
C6002,77000C600202,重庆西,成都东,CXW,ICW
C6003,76000C600300,成都东,重庆北,ICW,CUW
C6004,77000C600400,重庆北,成都东,CUW,ICW
C6101,76000C610108,成都,青城山,CDW,QSW
C6102,76000C610220,青城山,犀浦,QSW,XIW
C6103,76000C610306,成都,都江堰,CDW,DDW
C6104,76000C610406,都江堰,犀浦,DDW,XIW
C6105,76000C610503,犀浦,青城山,XIW,QSW
C6106,76000C610605,青城山,犀浦,QSW,XIW
C6107,76000C610704,安靖,青城山,PYW,QSW
C6108,76000C610803,青城山,安靖,QSW,PYW
C6109,76000C610904,犀浦,青城山,XIW,QSW
C6110,76000C611003,青城山,犀浦,QSW,XIW
C6111,76000C611102,犀浦,都江堰,XIW,DDW
C6112,76000C611202,都江堰,犀浦,DDW,XIW
C6113,76000C611303,犀浦,青城山,XIW,QSW
C6114,76000C611404,青城山,犀浦,QSW,XIW
C6115,76000C611502,犀浦,青城山,XIW,QSW
C6116,76000C611603,青城山,安靖,QSW,PYW
C6117,76000C611702,犀浦,都江堰,XIW,DDW
C6118,76000C611803,都江堰,犀浦,DDW,XIW
C6119,76000C611903,安靖,青城山,PYW,QSW
C6120,76000C612004,青城山,安靖,QSW,PYW
C6121,76000C612102,安靖,青城山,PYW,QSW
C6122,76000C612202,青城山,安靖,QSW,PYW
C6123,76000C612320,安靖,都江堰,PYW,DDW
C6124,76000C612420,都江堰,犀浦,DDW,XIW
C6125,76000C612502,成都,青城山,CDW,QSW
C6126,76000C612601,青城山,犀浦,QSW,XIW
C6127,76000C612702,犀浦,青城山,XIW,QSW
C6128,76000C612802,青城山,犀浦,QSW,XIW
C6129,76000C612902,犀浦,青城山,XIW,QSW
C6130,76000C613003,都江堰,犀浦,DDW,XIW
C6131,76000C613103,犀浦,都江堰,XIW,DDW
C6132,76000C613202,青城山,犀浦,QSW,XIW
C6133,76000C613303,犀浦,青城山,XIW,QSW
C6134,76000C613402,青城山,犀浦,QSW,XIW
C6135,76000C613503,犀浦,青城山,XIW,QSW
C6136,76000C613602,都江堰,犀浦,DDW,XIW
C6137,76000C613703,犀浦,都江堰,XIW,DDW
C6138,76000C613805,青城山,犀浦,QSW,XIW
C6139,76000C613903,犀浦,青城山,XIW,QSW
C6140,76000C614003,青城山,犀浦,QSW,XIW
C6141,76000C614101,犀浦,青城山,XIW,QSW
C6142,76000C614201,青城山,犀浦,QSW,XIW
C6151,76000C615105,成都,离堆公园,CDW,INW
C6152,76000C615203,离堆公园,犀浦,INW,XIW
C6153,76000C615305,成都,离堆公园,CDW,INW
C6154,76000C615404,离堆公园,犀浦,INW,XIW
C6155,76000C615504,安靖,离堆公园,PYW,INW
C6156,76000C615603,离堆公园,犀浦,INW,XIW
C6157,76000C615702,犀浦,离堆公园,XIW,INW
C6158,76000C615804,离堆公园,安靖,INW,PYW
C6160,76000C616002,离堆公园,犀浦,INW,XIW
C6161,76000C616102,成都,青城山,CDW,QSW
C6162,76000C616202,青城山,犀浦,QSW,XIW
C6163,76000C616302,犀浦,青城山,XIW,QSW
C6164,76000C616402,青城山,犀浦,QSW,XIW
C6165,76000C616502,犀浦,青城山,XIW,QSW
C6166,76000C616602,青城山,犀浦,QSW,XIW
C6167,76000C616702,犀浦,青城山,XIW,QSW
C6168,76000C616802,青城山,犀浦,QSW,XIW
C6181,76000C618104,成都,彭州,CDW,PMW
C6182,76000C618203,彭州,安靖,PMW,PYW
C6183,76000C618305,犀浦,彭州,XIW,PMW
C6184,76000C618405,彭州,犀浦,PMW,XIW
C6185,76000C618504,犀浦,彭州,XIW,PMW
C6186,76000C618602,彭州,犀浦,PMW,XIW
C6187,76000C618701,犀浦,彭州,XIW,PMW
C6188,76000C618801,彭州,犀浦,PMW,XIW
C6189,76000C618901,安靖,彭州,PYW,PMW
C6190,76000C619001,彭州,犀浦,PMW,XIW
C6191,76000C619101,犀浦,彭州,XIW,PMW
C6192,76000C619201,彭州,犀浦,PMW,XIW
C6201,76000C620140,江油,成都东,JFW,ICW
C6202,76000C620205,成都东,江油,ICW,JFW
C6203,76000C620350,德阳,成都东,DYW,ICW
C6204,76000C620407,成都东,德阳,ICW,DYW
C6205,76000C620550,广元,成都东,GYW,ICW
C6206,76000C620650,成都东,德阳,ICW,DYW
C6207,76000C620708,德阳,成都东,DYW,ICW
C6208,76000C620850,成都东,德阳,ICW,DYW
C6209,76000C620920,德阳,成都东,DYW,ICW
C6210,76000C621008,成都东,德阳,ICW,DYW
C6211,76000C62110F,江油,成都东,JFW,ICW
C6212,76000C621250,成都东,德阳,ICW,DYW
C6213,76000C621320,德阳,成都东,DYW,ICW
C6214,76000C62140D,成都东,德阳,ICW,DYW
C6215,76000C621503,德阳,成都东,DYW,ICW
C6216,76000C621630,成都东,广元,ICW,GYW
C6217,76000C621703,德阳,成都东,DYW,ICW
C6218,76000C621830,成都东,德阳,ICW,DYW
C6219,76000C621910,德阳,成都东,DYW,ICW
C6220,76000C622004,成都东,德阳,ICW,DYW
C6221,76000C622105,德阳,成都东,DYW,ICW
C6222,76000C622205,成都东,江油,ICW,JFW
C6223,76000C622308,江油,成都东,JFW,ICW
C6224,76000C622420,成都东,江油,ICW,JFW
C6225,76000C622501,德阳,成都东,DYW,ICW
C6226,76000C622601,成都东,德阳,ICW,DYW
C6251,76000C625106,成都东,乐山,ICW,IVW
C6252,76000C625230,乐山,成都东,IVW,ICW
C6253,76000C625320,成都东,峨眉山,ICW,IXW
C6254,76000C625408,眉山东,成都南,IUW,CNW
C6255,76000C625505,成都东,眉山东,ICW,IUW
C6256,76000C625603,眉山东,成都南,IUW,CNW
C6257,76000C625709,成都东,峨眉山,ICW,IXW
C6258,76000C625803,峨眉山,成都东,IXW,ICW
C6259,76000C625906,成都东,峨眉山,ICW,IXW
C6260,76000C626005,乐山,成都东,IVW,ICW
C6261,76000C626103,成都东,眉山东,ICW,IUW
C6262,76000C62620C,峨眉山,成都南,IXW,CNW
C6263,76000C62630A,成都南,乐山,CNW,IVW
C6264,76000C626403,乐山,成都南,IVW,CNW
C6265,76000C626506,成都南,峨眉山,CNW,IXW
C6266,76000C626607,乐山,成都东,IVW,ICW
C6267,76000C62670C,成都东,乐山,ICW,IVW
C6268,76000C62680H,峨眉山,成都东,IXW,ICW
C6269,76000C62690E,成都南,乐山,CNW,IVW
C6270,76000C62700E,峨眉山,成都东,IXW,ICW
C6271,76000C627120,成都南,峨眉山,CNW,IXW
C6272,76000C62720A,乐山,成都南,IVW,CNW
C6273,76000C627303,成都东,乐山,ICW,IVW
C6274,76000C62740C,眉山东,成都东,IUW,ICW
C6275,76000C627501,成都东,眉山东,ICW,IUW
C6276,76000C627600,眉山东,成都东,IUW,ICW
C6277,76000C627700,成都南,眉山东,CNW,IUW
C6278,76000C627800,峨眉山,成都东,IXW,ICW
C6280,76000C628000,峨眉山,成都东,IXW,ICW
C6301,76000C630108,江油,峨眉山,JFW,IXW
C6302,76000C630220,峨眉山,江油,IXW,JFW
C6303,76000C630320,苍溪,峨眉山,CXE,IXW
C6304,76000C630406,峨眉山,江油,IXW,JFW
C6305,76000C630520,江油,峨眉山,JFW,IXW
C6306,76000C630607,峨眉山,江油,IXW,JFW
C6307,76000C630707,江油,峨眉山,JFW,IXW
C6308,76000C630807,峨眉山,江油,IXW,JFW
C6309,76000C630905,江油,峨眉山,JFW,IXW
C6310,76000C631020,峨眉山,江油,IXW,JFW
C6311,76000C631120,江油,峨眉山,JFW,IXW
C6312,76000C631210,成都东,苍溪,ICW,CXE
C6361,78000C636105,贵阳,开阳,GIW,KVW
C6362,78000C636205,开阳,贵阳北,KVW,KQW
C6363,78000C636305,贵阳北,开阳,KQW,KVW
C6364,78000C636405,开阳,贵阳北,KVW,KQW
C6365,78000C636506,贵阳北,开阳,KQW,KVW
C6366,78000C636606,开阳,贵阳北,KVW,KQW
C6367,78000C636707,贵阳北,开阳,KQW,KVW
C6368,78000C636807,开阳,贵阳北,KVW,KQW
C6401,77000C640101,万州北,重庆北,WZE,CUW
C6402,77000C640204,重庆北,万州北,CUW,WZE
C6403,77000C640303,万州北,重庆北,WZE,CUW
C6404,77000C640402,重庆北,万州北,CUW,WZE
C6405,77000C640502,万州北,重庆北,WZE,CUW
C6406,77000C640602,重庆北,万州北,CUW,WZE
C6407,77000C640702,万州北,重庆北,WZE,CUW
C6408,77000C640801,重庆北,万州北,CUW,WZE
C6409,77000C640902,万州北,重庆北,WZE,CUW
C6410,77000C641004,重庆北,万州北,CUW,WZE
C6411,77000C641101,万州北,重庆北,WZE,CUW
C6412,77000C641202,重庆北,万州北,CUW,WZE
C6413,77000C641304,万州北,重庆北,WZE,CUW
C6414,77000C641402,重庆北,万州北,CUW,WZE
C6415,77000C641502,万州北,重庆北,WZE,CUW
C6416,77000C641602,重庆北,万州北,CUW,WZE
C6417,77000C641702,万州北,重庆北,WZE,CUW
C6418,77000C641801,重庆北,万州北,CUW,WZE
